time,client_ip,server_ip,d,connection,mtu,g,raw_ip
[2017/08/23 22:55:49],192.168.0.17/61425,151.101.129.34/443,subj=srv,os=???,6,params=tos:0x08,"raw_sig=4:58+6:0:1396:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:49],192.168.0.17/61425,151.101.129.34/443,subj=srv,link=???,1436,,
[2017/08/23 22:55:49],192.168.0.17/61426,151.101.1.34/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:49],192.168.0.17/61426,151.101.1.34/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:49],192.168.0.17/61426,151.101.1.34/443,subj=srv,os=???,6,params=tos:0x08,"raw_sig=4:58+6:0:1396:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:49],192.168.0.17/61426,151.101.1.34/443,subj=srv,link=???,1436,,
[2017/08/23 22:55:49],192.168.0.17/61427,23.32.43.249/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:49],192.168.0.17/61427,23.32.43.249/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:49],192.168.0.17/61427,23.32.43.249/80,subj=cli,uptime=17 days 2 hrs 25 min (modulo 62 days),825.24 ,,
[2017/08/23 22:55:49],192.168.0.17/61428,151.101.5.198/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:49],192.168.0.17/61428,151.101.5.198/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:49],192.168.0.17/61429,23.56.201.157/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:49],192.168.0.17/61429,23.56.201.157/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:49],192.168.0.17/61427,23.32.43.249/80,subj=srv,os=???,4,params=tos:0x08,"raw_sig=4:60+4:0:1460:mss*20,5:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:49],192.168.0.17/61427,23.32.43.249/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:49],192.168.0.17/61428,151.101.5.198/80,subj=srv,os=???,6,params=tos:0x08,"raw_sig=4:58+6:0:1396:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:49],192.168.0.17/61428,151.101.5.198/80,subj=srv,link=???,1436,,
[2017/08/23 22:55:49],192.168.0.17/61428,151.101.5.198/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[*/*],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:49],192.168.0.17/61427,23.32.43.249/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[*/*],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8]:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:49],192.168.0.17/61428,151.101.5.198/80,subj=srv,app=???,,params=none,"raw_sig=1:x-amz-id-2=[OkMB7wts4sq/qzUzdIvArk3nL6rMlNEpZL1U6xhFYdBSHhs3M5wmsiGZOYIcYOEdQTsR6YItYZg=],x-amz-request-id=[439A73C66C1DA94D],?Last-Modified,?ETag,x-amz-meta-buildnumber=[1650],x-amz-meta-configid=[1016],?Cache-Control,x-amz-meta-surrogate-key=[93ee4e8333],Content-Encoding=[gzip],x-amz-meta-versionnumber=[3.10.0],x-amz-version-id=[yPk01h7BLTWAiyGYP_KOtEd9o1IBSgi0],Content-Type,Server,?Content-Length,Accept-Ranges=[bytes],Date,Via=[1.1 varnish],Age=[270],Connection=[keep-alive],X-Served-By=[cache-mia1321-MIA],X-Cache=[HIT],X-Cache-Hits=[69],X-Timer=[S1503543252.620997,VS0,VE0],?Vary:Keep-Alive:AmazonS3"
[2017/08/23 22:55:49],192.168.0.17/61428,151.101.5.198/80,subj=srv,reason=via,"1,1,1,1",,
[2017/08/23 22:55:49],192.168.0.17/61427,23.32.43.249/80,subj=srv,app=???,,params=none,"raw_sig=1:Server,?Last-Modified,?ETag,Accept-Ranges=[bytes],P3P=[policyref=""/w3c/p3p.xml"", CP=""NOI DSP COR DEVa TAIa OUR BUS UNI""],Content-Type,?Vary,Content-Encoding=[gzip],?Cache-Control,?Expires,Date,?Content-Length,Connection=[keep-alive]:Keep-Alive:Apache"
[2017/08/23 22:55:49],192.168.0.17/61429,23.56.201.157/80,subj=srv,os=???,9,params=tos:0x08,"raw_sig=4:55+9:0:1460:mss*20,5:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:49],192.168.0.17/61429,23.56.201.157/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:49],192.168.0.17/61429,23.56.201.157/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),964.29 ,,
[2017/08/23 22:55:49],192.168.0.17/61430,151.101.129.34/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:49],192.168.0.17/61430,151.101.129.34/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:49],192.168.0.17/61430,151.101.129.34/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),951.09 ,,
[2017/08/23 22:55:49],192.168.0.17/61430,151.101.129.34/80,subj=srv,os=???,6,params=tos:0x08,"raw_sig=4:58+6:0:1396:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:49],192.168.0.17/61430,151.101.129.34/80,subj=srv,link=???,1436,,
[2017/08/23 22:55:49],192.168.0.17/61430,151.101.129.34/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[*/*],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8]:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:49],192.168.0.17/61430,151.101.129.34/80,subj=srv,app=???,,params=none,"raw_sig=1:x-amz-id-2=[0eEXLjFhimzf6JF6h5qZjrvS68xyYzugx/AN6K3A6eeGM3wv5l1AFPf64bkI2H2TbGuU7t6ykS4=],x-amz-request-id=[FBDF124E5CED1A1D],?Last-Modified,?ETag,Content-Type,Server,Access-Control-Allow-Origin=[*],X-Content-Type-Options=[nosniff],?Cache-Control,Content-Encoding=[gzip],?Content-Length,Accept-Ranges=[bytes],Date,Via=[1.1 varnish],Age=[39],Connection=[keep-alive],X-Served-By=[cache-mia1323-MIA],X-Cache=[HIT],X-Cache-Hits=[5],X-Timer=[S1503543252.811799,VS0,VE0],?Vary:Keep-Alive:AmazonS3"
[2017/08/23 22:55:49],192.168.0.17/61430,151.101.129.34/80,subj=srv,reason=via,"3,3,3,3",,
[2017/08/23 22:55:50],192.168.0.17/61431,151.101.4.129/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:50],192.168.0.17/61431,151.101.4.129/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61431,151.101.4.129/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),967.84 ,,
[2017/08/23 22:55:50],192.168.0.17/61432,151.101.4.249/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:50],192.168.0.17/61432,151.101.4.249/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61433,151.101.4.175/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:50],192.168.0.17/61433,151.101.4.175/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61431,151.101.4.129/80,subj=srv,os=???,6,params=tos:0x08,"raw_sig=4:58+6:0:1396:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:50],192.168.0.17/61431,151.101.4.129/80,subj=srv,link=???,1436,,
[2017/08/23 22:55:50],192.168.0.17/61431,151.101.4.129/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[*/*],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:50],192.168.0.17/61434,138.108.6.20/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:50],192.168.0.17/61434,138.108.6.20/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61432,151.101.4.249/80,subj=srv,os=???,6,params=tos:0x08,"raw_sig=4:58+6:0:1396:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:50],192.168.0.17/61432,151.101.4.249/80,subj=srv,link=???,1436,,
[2017/08/23 22:55:50],192.168.0.17/61435,54.192.81.50/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:50],192.168.0.17/61435,54.192.81.50/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61432,151.101.4.249/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[*/*],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?If-None-Match,?If-Modified-Since:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:50],192.168.0.17/61433,151.101.4.175/80,subj=srv,os=???,6,params=tos:0x08,"raw_sig=4:58+6:0:1396:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:50],192.168.0.17/61433,151.101.4.175/80,subj=srv,link=???,1436,,
[2017/08/23 22:55:50],192.168.0.17/61433,151.101.4.175/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[*/*],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:50],192.168.0.17/61431,151.101.4.129/80,subj=srv,app=???,,params=none,"raw_sig=1:x-amz-version-id=[fCxNpAlUxJ4ebvYxjhn.wYHMyV.VhvzK],?ETag,Content-Type,Server,Content-Encoding=[gzip],?Content-Length,Accept-Ranges=[bytes],Date,Connection=[keep-alive],X-Served-By=[cache-mia1327-MIA],X-Cache=[HIT],X-Cache-Hits=[8423],?Vary,P3P=[policyref=""https://s.skimresources.com/w3c/p3p.xml"", CP=""NOI DSP COR CURa ADMa DEVa TAIa OUR BUS IND UNI COM NAV INT""],?Cache-Control,?Set-Cookie:Keep-Alive:Skimlinks V9.0"
[2017/08/23 22:55:50],192.168.0.17/61435,54.192.81.50/80,subj=srv,os=???,10,params=tos:0x08,"raw_sig=4:245+10:0:1460:mss*20,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:50],192.168.0.17/61435,54.192.81.50/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61432,151.101.4.249/80,subj=srv,app=???,,params=anonymous,"raw_sig=1:Date,Via=[1.1 varnish],?Cache-Control,?ETag,Connection=[keep-alive],X-Served-By=[cache-mia1325-MIA],X-Cache=[HIT],X-Cache-Hits=[5300322],?Vary:Content-Type,Keep-Alive,Accept-Ranges:"
[2017/08/23 22:55:50],192.168.0.17/61432,151.101.4.249/80,subj=srv,reason=via,"1,1,1,1",,
[2017/08/23 22:55:50],192.168.0.17/61435,54.192.81.50/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[*/*],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8]:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:50],192.168.0.17/61433,151.101.4.175/80,subj=srv,app=???,,params=anonymous,"raw_sig=1:?Cache-Control,Content-Encoding=[gzip],Content-Type,?ETag,X-Age=[0],X-App-Cache=[HIT],X-Request-Backend=[krux_scala_config_webservice],X-Response-Time=[0],X-CDN-Backend=[4FrRTvEr9h480D4BywjehZ--F_Config_Service_V3],Via=[1.1 varnish],Fastly-Debug-Digest=[31b9f1e3ee720e2b366686ac6c61a47f5a07bea830c3db0eb93ad98a9f098a85],X-Do-Esi=[esi],?Content-Length,Accept-Ranges=[bytes],Date,Via=[1.1 varnish],Age=[888],Connection=[keep-alive],X-Served-By=[config-service-a002.krxd.net, cache-iad2138-IAD, cache-mia1320-MIA],X-Cache=[MISS, HIT, HIT],X-Cache-Hits=[0, 4, 50],X-Timer=[S1503543252.466216,VS0,VE0],?Vary:Keep-Alive:"
[2017/08/23 22:55:50],192.168.0.17/61433,151.101.4.175/80,subj=srv,reason=via,"1,1,1,1",,
[2017/08/23 22:55:50],192.168.0.17/61436,74.119.119.69/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:50],192.168.0.17/61436,74.119.119.69/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61435,54.192.81.50/80,subj=srv,app=???,,params=none,"raw_sig=1:Content-Type,?Content-Length,Connection=[keep-alive],Access-Control-Allow-Credentials=[true],Access-Control-Allow-Headers=[Content-Type],Access-Control-Allow-Origin=[*],Content-Encoding=[gzip],Date,P3P=[CP=""This is not a P3P policy! See https://samba.tv/legal/privacy-policy/ for more info.""],Server,?Vary,Age=[67690],X-Cache=[Hit from cloudfront],Via=[1.1 55104b8f4ad30dc41de407a1863c8899.cloudfront.net (CloudFront)],X-Amz-Cf-Id=[ziDg-9Xc8BhMLdfXIJQOAXkEHs6SEzbjydNUxdNHrOmjrnNZVrsGFA==]:Keep-Alive,Accept-Ranges:nginx/1.6.2"
[2017/08/23 22:55:50],192.168.0.17/61435,54.192.81.50/80,subj=srv,reason=via,"1,1,1,1",,
[2017/08/23 22:55:50],192.168.0.17/61434,138.108.6.20/80,subj=srv,os=Linux 3.x,11,params=tos:0x08,"raw_sig=4:53+11:0:1460:mss*10,7:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:50],192.168.0.17/61434,138.108.6.20/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61434,138.108.6.20/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[*/*],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:50],192.168.0.17/61436,74.119.119.69/80,subj=srv,os=???,11,params=tos:0x08,"raw_sig=4:244+11:0:1460:mss*3,0:mss,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:50],192.168.0.17/61436,74.119.119.69/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61436,74.119.119.69/80,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),871.79 ,,
[2017/08/23 22:55:50],192.168.0.17/61434,138.108.6.20/80,subj=srv,uptime=25 days 3 hrs 17 min (modulo 49 days),974.36 ,,
[2017/08/23 22:55:50],192.168.0.17/61434,138.108.6.20/80,subj=srv,app=???,,params=none,"raw_sig=1:Server,Date,Content-Type,?Content-Length,?Last-Modified,Connection=[keep-alive],Keep-Alive=[timeout=5],?ETag,Content-Encoding=[gzip]:Accept-Ranges:nginx"
[2017/08/23 22:55:50],192.168.0.17/61412,151.101.193.34/80,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),875.00 ,,
[2017/08/23 22:55:50],192.168.0.17/61412,151.101.193.34/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[*/*],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:50],192.168.0.17/61412,151.101.193.34/80,subj=srv,uptime=83 days 10 hrs 21 min (modulo 198 days),249.36 ,,
[2017/08/23 22:55:50],192.168.0.17/61412,151.101.193.34/80,subj=srv,app=???,,params=anonymous,"raw_sig=1:?ETag,X-Kinja=[kinja-mantle-kube01-1119140173-dlsct #808],Content-Type,?Cache-Control,?Last-Modified,X-Kinja-Build=[808],X-Kinja-Server=[kinja-mantle-kube01-1119140173-dlsct],X-Frame-Options=[SAMEORIGIN],Content-Encoding=[gzip],X-Kinja-Revision=[d90054e250f36be8678285611bb1e15948f95376],X-XSS-Protection=[1; mode=block],X-Content-Type-Options=[nosniff],Via=[1.1 varnish],Fastly-Debug-Digest=[23674c35af585e588e1b8c611dfcd8102492b02d5065ca0583a7acff5966849e],x-cdn-fetch=[mantle-origin-cache],?Content-Length,Accept-Ranges=[bytes],Date,Via=[1.1 varnish],Age=[2509],Connection=[keep-alive],X-Served-By=[cache-jfk8140-JFK, cache-mia1326-MIA],X-Cache=[MISS, HIT, HIT],X-Cache-Hits=[82, 201],X-Timer=[S1503543253.544718,VS0,VE0],?Vary,X-Geo-Segment=[C],?Set-Cookie:Keep-Alive:"
[2017/08/23 22:55:50],192.168.0.17/61412,151.101.193.34/80,subj=srv,reason=via,"3,3,3,3",,
[2017/08/23 22:55:50],192.168.0.17/61437,172.217.17.34/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:50],192.168.0.17/61437,172.217.17.34/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61437,172.217.17.34/80,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),873.68 ,,
[2017/08/23 22:55:50],192.168.0.17/61438,172.217.17.34/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:50],192.168.0.17/61438,172.217.17.34/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61439,152.163.66.165/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:50],192.168.0.17/61439,152.163.66.165/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61439,152.163.66.165/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),964.29 ,,
[2017/08/23 22:55:50],192.168.0.17/61440,138.108.6.20/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:50],192.168.0.17/61440,138.108.6.20/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61439,152.163.66.165/80,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:242+13:0:1460:8190,3:mss,nop,ws,nop,nop,sok:df,id+:0"
[2017/08/23 22:55:50],192.168.0.17/61439,152.163.66.165/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61440,138.108.6.20/80,subj=srv,os=Linux 3.x,11,params=tos:0x08,"raw_sig=4:53+11:0:1460:mss*10,7:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:50],192.168.0.17/61440,138.108.6.20/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61440,138.108.6.20/80,subj=srv,uptime=25 days 3 hrs 17 min (modulo 49 days),993.71 ,,
[2017/08/23 22:55:50],192.168.0.17/61440,138.108.6.20/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),950.00 ,,
[2017/08/23 22:55:50],192.168.0.17/61440,138.108.6.20/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:50],192.168.0.17/61441,184.84.244.115/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:50],192.168.0.17/61441,184.84.244.115/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61441,184.84.244.115/80,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),913.79 ,,
[2017/08/23 22:55:50],192.168.0.17/61441,184.84.244.115/80,subj=srv,os=???,4,params=tos:0x08,"raw_sig=4:60+4:0:1460:mss*20,5:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:50],192.168.0.17/61441,184.84.244.115/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61441,184.84.244.115/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:50],192.168.0.17/61437,172.217.17.34/80,subj=srv,os=???,15,params=tos:0x08,"raw_sig=4:49+15:0:1380:mss*31,8:mss,sok,ts,nop,ws::0"
[2017/08/23 22:55:50],192.168.0.17/61437,172.217.17.34/80,subj=srv,link=generic tunnel or VPN,1420,,
[2017/08/23 22:55:50],192.168.0.17/61437,172.217.17.34/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:50],192.168.0.17/61438,172.217.17.34/80,subj=srv,os=???,15,params=tos:0x08,"raw_sig=4:49+15:0:1380:mss*31,8:mss,sok,ts,nop,ws::0"
[2017/08/23 22:55:50],192.168.0.17/61438,172.217.17.34/80,subj=srv,link=generic tunnel or VPN,1420,,
[2017/08/23 22:55:50],192.168.0.17/61438,172.217.17.34/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:50],192.168.0.17/61442,54.243.160.36/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:50],192.168.0.17/61442,54.243.160.36/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61440,138.108.6.20/80,subj=srv,app=???,,params=none,"raw_sig=1:Server,Date,Content-Type,?Content-Length,Connection=[keep-alive],Keep-Alive=[timeout=5],?Expires,?Pragma,?Cache-Control,P3P=[P3P policyref=""http://www.imrworldwide.com/w3c/p3p.xml"", CP=""NOI DSP COR NID PSA ADM OUR IND UNI NAV COM""]:Accept-Ranges:nginx"
[2017/08/23 22:55:50],192.168.0.17/61441,184.84.244.115/80,subj=srv,app=???,,params=anonymous,"raw_sig=1:?Content-Length,Date,Connection=[keep-alive],?Pragma,?Expires,?Cache-Control:Content-Type,Keep-Alive,Accept-Ranges:"
[2017/08/23 22:55:50],192.168.0.17/61443,54.192.81.24/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:50],192.168.0.17/61443,54.192.81.24/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:50],192.168.0.17/61443,54.192.81.24/80,subj=srv,os=???,10,params=tos:0x08,"raw_sig=4:245+10:0:1460:mss*20,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:50],192.168.0.17/61443,54.192.81.24/80,subj=srv,link=Ethernet or modem,1500,,
